NomeCliente;EnderecoCompleto;ValorFatura;NumeroPaginas
Cliente Ficticio 2779;R STA CRUZ,  1320 09940550  DIADEMA SP ;8927;4;
Cliente Ficticio 2780;R PLACIDO PARREIRA LIMA,    58, / A 08151110  SAO PAULO SP ;10925;4;
Cliente Ficticio 2781;R JOAO JOSE DA SILVA,   100, CASA 4 04191140  SAO PAULO SP ;6381;4;
Cliente Ficticio 2782;R CUEVAS,   291 05076050  SAO PAULO SP ;9540;4;
Cliente Ficticio 2783;R BIGUACU,   366, APT 186 03446000  SAO PAULO SP ;22857;4;
Cliente Ficticio 2784;AV GUERINO BOSCARIOL,   388 09320640  MAUA SP ;1722;4;
Cliente Ficticio 2786;R B ( CJ PARQUE DAS PALMEIRAS),220,QDRA H 69028000  MANAUS AM ;43939;4;
Cliente Ficticio 2787;AV S MIGUEL,   663 03619000  SAO PAULO SP ;6031;4;
Cliente Ficticio 2788;AV CASTRO ALVES,459 78035100  CUIABA MT ;9510;4;
Cliente Ficticio 2789;R LUIZ PARIGOT DE SOUZA,   616, APT 3 81070050  CURITIBA PR ;25468;4;
Cliente Ficticio 2790;R ITAPIRA,   189, CASA 1 07134210  GUARULHOS SP ;6895;4;
Cliente Ficticio 2791;R AMADEU DO AMARAL,   923 80330240  CURITIBA PR ;41305;4;
Cliente Ficticio 2792;R MASSUO TOYOTOMI,   756 78030199  CUIABA MT ;13496;4;
Cliente Ficticio 2793;R VOLUNTARIOS DA PATRIA,   986 02010100  SAO PAULO SP ;4596;4;
Cliente Ficticio 2794;R C,    65, TOR 03, APT 1505 78050322  CUIABA MT ;12370;4;
Cliente Ficticio 2795;AV MIGUEL DE CASTRO,   903 02950000  SAO PAULO SP ;5088;4;
Cliente Ficticio 2797;AV DR PEIXOTO DE CASTRO,  1297 12606580  LORENA SP ;10209;4;
Cliente Ficticio 2798;AE, QD 02, LT A/B, TOR D, APT 1501 71070612  BRASILIA DF ;23473;4;
Cliente Ficticio 2799;R JALES,   182 14811246  ARARAQUARA SP ;30617;4;
Cliente Ficticio 2800;AV DES FELIPPE IMMESI,   401 31530000  BELO HORIZONTE MG ;2493;4;
Cliente Ficticio 2801;R BENEDITO LOURENCO,    44 02354280  SAO PAULO SP ;26305;4;
Cliente Ficticio 2802;R S PAULO,   201 93700000  CAMPO BOM RS ;22479;4;
Cliente Ficticio 2803;R PAULO MOLENA,    36 13212257  JUNDIAI SP ;1145;4;
Cliente Ficticio 2804;AV DO TABOAO,  3207, BL 3, APT 703 09656000  SAO BERNARDO DO CAMPO SP ;27506;4;
Cliente Ficticio 2805;R ROMIS FADEL,   236 14056140  RIBEIRAO PRETO SP ;19113;4;
Cliente Ficticio 2807;AV TRES,    30, / BL.22, APT 41 07051230  GUARULHOS SP ;23963;4;
Cliente Ficticio 2808;R VEIGA MIRANDA,   354, CASA 1 69029340  MANAUS AM ;20640;4;
Cliente Ficticio 2809;R JOSE CARLOS DE RESENDE,432 05171010  SAO PAULO SP ;8675;4;
Cliente Ficticio 2810;R TUIUTI,406,CASA 2 03081003  SAO PAULO SP ;6495;4;
Cliente Ficticio 2811;R JORGE JONES,    55 13465310  AMERICANA SP ;17981;4;
Cliente Ficticio 2812;R QUARENTA,    25, CASA 01 29105600  VILA VELHA ES ;21962;4;
Cliente Ficticio 2813;R BENJAMIN CONSTANT,   264 09550190  SAO CAETANO DO SUL SP ;21887;4;
Cliente Ficticio 2814;R SERGIPE,   791 49075540  ARACAJU SE ;16481;4;
Cliente Ficticio 2815;R HERCILIO VERONI,   635 13485165  LIMEIRA SP ;13925;4;
Cliente Ficticio 2816;R MARTE,   426, BL 11, APT 131 06414000  BARUERI SP ;12693;4;
Cliente Ficticio 2817;R CEL IRINEU DE CASTRO,   135, CASA 2 03333050  SAO PAULO SP ;7019;4;
Cliente Ficticio 2818;R BR DE JAGUARA,   800, CASA 01 13015001  CAMPINAS SP ;16027;4;
Cliente Ficticio 2819;R CAP PACHECO E CHAVES,   348, APT 303 03126000  SAO PAULO SP ;6378;4;
Cliente Ficticio 2820;R RAFAEL CORREA SAMPAIO,  1159, APT 73 09541250  SAO CAETANO DO SUL SP ;1939;4;
Cliente Ficticio 2821;R DA MARIA QUITERIA,    75, CASA 01 07054180  GUARULHOS SP ;9117;4;
Cliente Ficticio 2822;R PROF AUGUSTO GRACO DOS SANTOS,782 18201350  ITAPETININGA SP ;5439;4;
Cliente Ficticio 2823;R RIO ESPERA,    12 03383055  SAO PAULO SP ;17144;4;
Cliente Ficticio 2824;AV PEIXE CAVALO,260,BLOCO28 APT 304 69023000  MANAUS AM ;791;4;
Cliente Ficticio 2825;R VERE,    55, FT 07083040  GUARULHOS SP ;20405;4;
Cliente Ficticio 2826;R CEL JOAO DE OLIVEIRA MELO,624 03474020  SAO PAULO SP ;4529;4;
Cliente Ficticio 2827;R IRMA FILOMENA,   719 02263000  SAO PAULO SP ;23928;4;
Cliente Ficticio 2828;R CECILIA FONSECA COUTINHO,283,APARTAMENTO 102 30840500  BELO HORIZONTE MG ;30372;4;
Cliente Ficticio 2829;R IZIDORO CONTE,    77 17209610  JAU SP ;3077;4;
Cliente Ficticio 2831;R NOSSA SRA MAE DOS HOMENS,1001,APT 602 07091000  GUARULHOS SP ;32545;4;
Cliente Ficticio 2833;R RECIFE,    58 03631020  SAO PAULO SP ;16480;4;
Cliente Ficticio 2834;R LUIZ HENRIQUE DE OLIVEIRA,   111, APT 11 06186130  OSASCO SP ;29720;4;
Cliente Ficticio 2835;R JOAQUIM AUGUSTO MONTEIRO,644 13105040  CAMPINAS SP ;21150;4;
Cliente Ficticio 2836;R LUIZ SOARES,    40, CASA 2 02470040  SAO PAULO SP ;20733;4;
Cliente Ficticio 2837;R ANDRADE NEVES,  4107, APT 201 96020080  PELOTAS RS ;13051;4;
Cliente Ficticio 2838;R MANOEL ANTONIO DA SILVA,    66, BL 4, APT 21 11533540  CUBATAO SP ;14893;4;
Cliente Ficticio 2839;R DA. OLGA,51 26013090  NOVA IGUACU RJ ;2000;4;
Cliente Ficticio 2840;R THEREZA BALDO LOPES,    25, BL 05, APT 201 31510110  BELO HORIZONTE MG ;30928;4;
Cliente Ficticio 2841;AV DR TANCREDO DE ALMEIDA NEVES,   147 12914160  BRAGANCA PAULISTA SP ;1939;4;
Cliente Ficticio 2842;TERCEIRA AVENIDA, LT 1530B, APT 101 71720575  BRASILIA DF ;19025;4;
Cliente Ficticio 2843;R JORN CESAR MAGALHAES,   399, ED TERRASSE, APT 1001 60810140  FORTALEZA CE ;39305;4;
Cliente Ficticio 2844;R DR LUIZ MIGLIANO,   631, BL 6 / SAN DIEGO, APT 113 05711000  SAO PAULO SP ;31134;4;
Cliente Ficticio 2845;R CDOR ALFREDO MAFFEI,  2340 13561270  SAO CARLOS SP ;25557;4;
Cliente Ficticio 2846;R TEN AZEVEDO,   142, BL CLARICE, APT 85 01528020  SAO PAULO SP ;14059;4;
Cliente Ficticio 2847;R SATURNO,    52, APT 301 34710170  BELO HORIZONTE MG ;17536;4;
Cliente Ficticio 2848;R CAMBEMBE,    53, APT 51 03332020  SAO PAULO SP ;28476;4;
Cliente Ficticio 2849;SQN, QD 305, BL C, APT 312 70737030  BRASILIA DF ;24900;4;
Cliente Ficticio 2850;R ABRAMO LUCHESI,    19, CASA 1 09781030  SAO BERNARDO DO CAMPO SP ;19318;4;
Cliente Ficticio 2851;R ANA NERY,50 06462420  BARUERI SP ;33115;4;
Cliente Ficticio 2852;R DAS ORQUIDEAS,134 02990380  SAO PAULO SP ;17385;4;
Cliente Ficticio 2853;R CANDIDO MARIANO,284 78005150  CUIABA MT ;16690;4;
Cliente Ficticio 2855;R PEDRO AMERICO,   249, BL SOARES IV, APT 13 11075401  SANTOS SP ;14712;4;
Cliente Ficticio 2856;R MINEIRA,   386, FU 1 06140060  OSASCO SP ;7905;4;
Cliente Ficticio 2857;R JOAQUIM DOS SANTOS,   165 04823080  SAO PAULO SP ;18635;4;
Cliente Ficticio 2858;R NICOLA GIARDULI,   655 14056632  RIBEIRAO PRETO SP ;24169;4;
Cliente Ficticio 2859;R AZEVEDO SOARES,   762, APT 161 03322000  SAO PAULO SP ;23676;4;
Cliente Ficticio 2860;R N SRA DE PRAIA GRANDE,   529, BL 02, APT 16 11706010  PRAIA GRANDE SP ;16499;4;
Cliente Ficticio 2861;R DOS MANDIS,    95 13403371  PIRACICABA SP ;22878;4;
Cliente Ficticio 2862;R FRANCISCO BARRETO LEME,883,CASA 1 12062001  TAUBATE SP ;30821;4;
Cliente Ficticio 2863;R DR ZOROASTRO GOUVEIA,   307 17526250  MARILIA SP ;23155;4;
Cliente Ficticio 2864;R QUITERIA PEREIRA,161 17511260  MARILIA SP ;14350;4;
Cliente Ficticio 2865;R CASEMIRO DE ABREU,   776, APT 14 09531050  SAO CAETANO DO SUL SP ;1941;4;
Cliente Ficticio 2866;R SAMPEI SATO,   142 03814000  SAO PAULO SP ;19209;4;
Cliente Ficticio 2867;R GENTIL PORTUGAL DO BRASIL,    55, BL 51, APT 204 30520540  BELO HORIZONTE MG ;1083;4;
Cliente Ficticio 2869;R PE RAPOSO,  1159 03118001  SAO PAULO SP ;1937;4;
Cliente Ficticio 2870;R MARTINHO LUTERO,   139, CASA 1 05785180  SAO PAULO SP ;26092;4;
Cliente Ficticio 2871;R TUCUNA,   908, APT 102 05021010  SAO PAULO SP ;28960;4;
Cliente Ficticio 2872;R SOBRAL,   245, APT 202 30360410  BELO HORIZONTE MG ;32210;4;
Cliente Ficticio 2873;R XANXERE,   216 88815150  CRICIUMA SC ;9927;4;
Cliente Ficticio 2874;R PINDORAMA,   401 09892120  SAO BERNARDO DO CAMPO SP ;38693;4;
Cliente Ficticio 2875;R CARLOS CYRILLO JUNIOR,    92, AND 02 05614000  SAO PAULO SP ;111215;4;
Cliente Ficticio 2876;R FRANCISCO JOSE DOS SANTOS AGOSTINHO,25,CASA 04 13086730  CAMPINAS SP ;16754;4;
Cliente Ficticio 2877;R LUIZ FIGUEIREDO FILHO,  1767 15084180  SAO JOSE DO RIO PRETO SP ;15384;4;
Cliente Ficticio 2879;AV ROLAND GARROS,  2019 02235001  SAO PAULO SP ;24943;4;
Cliente Ficticio 2880;AV ARARY SIQUEIRA MOSCATELLO,   411 12324200  JACAREI SP ;11004;4;
Cliente Ficticio 2881;R MARCIONILIO LESSA,    35 04469070  SAO PAULO SP ;22414;4;
Cliente Ficticio 2882;TV AIRO DE MARTINO, QD 1, - 5 17065190  BAURU SP ;4701;4;
Cliente Ficticio 2883;R MARCELINA RAMOS MEIRA,   326 13185250  HORTOLANDIA SP ;20979;4;
Cliente Ficticio 2884;R ROLANDO JULIO DUCLOS,   253, CASA 2 09780500  SAO BERNARDO DO CAMPO SP ;16558;4;
Cliente Ficticio 2885;R CAPISTRANO DE ABREU,503 08810190  MOGI DAS CRUZES SP ;16224;4;
Cliente Ficticio 2886;R ADALIVIA DE TOLEDO,   235, APT 40 05683000  SAO PAULO SP ;40710;4;
Cliente Ficticio 2887;R CHILE,   777 98050130  CRUZ ALTA RS ;21980;4;
Cliente Ficticio 2888;R CNSO LAFAIETE,   517, APT 101 31030010  BELO HORIZONTE MG ;27484;4;
Cliente Ficticio 2889;R PRIMEIRO DE MAIO,   126 09015030  SANTO ANDRE SP ;111682;4;
Cliente Ficticio 2890;R SABIA,   151 88115525  SAO JOSE SC ;17641;4;
Cliente Ficticio 2891;R ANTONIO VIEIRA DE SOUZA,    18 12211840  SAO JOSE DOS CAMPOS SP ;34020;4;
Cliente Ficticio 2892;R CD DE ASSUMAR,   185, CASA 01 02255020  SAO PAULO SP ;16616;4;
Cliente Ficticio 2893;R CEARA,   798 13451080  SANTA BARBARA D OESTE SP ;21387;4;
Cliente Ficticio 2894;R HELENA ABDALLA,25,AP 504 30380550  BELO HORIZONTE MG ;41274;4;
Cliente Ficticio 2895;R POE MARIO LAGO,    11 59066425  NATAL RN ;21442;4;
Cliente Ficticio 2896;QR, QD 108, CJ 08, CASA 05 72302800  BRASILIA DF ;15435;4;
Cliente Ficticio 2897;R AMERICO CARAVIERI,   884 14405330  FRANCA SP ;12379;4;
Cliente Ficticio 2898;QR, QD O, CJ C, CASA 12 71727003  BRASILIA DF ;14444;4;
Cliente Ficticio 2899;R FARM FRITZ HAUFE,    11 89057440  BLUMENAU SC ;4831;4;
Cliente Ficticio 2900;R CLAUDIO PEREIRA DA CRUZ,731,CASA 83065020  SAO JOSE DOS PINHAIS PR ;8595;4;
Cliente Ficticio 2901;R NICOLA VITICOW,   134 79110570  CAMPO GRANDE MS ;19601;4;
Cliente Ficticio 2902;AV VSC DE GUARAPUAVA,  2594 80010100  CURITIBA PR ;17239;4;
Cliente Ficticio 2903;R PION JOSE RAIMUNDO DE OLIVEIRA,   131 87055280  MARINGA PR ;19336;4;
Cliente Ficticio 2906;R BELO HORIZONTE,  1830, BL RAINHA VITORIA, APT 1003 69057060  MANAUS AM ;44146;4;
Cliente Ficticio 2907;R QUINZE DE NOVEMBRO,   609, FT 12020000  TAUBATE SP ;22761;4;
Cliente Ficticio 2908;R FORTE DO CALVARIO,    64, CASA 1 03470005  SAO PAULO SP ;18605;4;
Cliente Ficticio 2909;R ARACAS,   116, CASA 1 02207070  SAO PAULO SP ;24368;4;
Cliente Ficticio 2910;R EUROPA,   501, CASA 2 09668050  SAO BERNARDO DO CAMPO SP ;15494;4;
Cliente Ficticio 2911;R DR GUILHERME MALET GUIMARAES,   287 13485148  LIMEIRA SP ;16134;4;
Cliente Ficticio 2912;R MACHADO DE ASSIS,   645, APT 41 06018030  OSASCO SP ;29866;4;
Cliente Ficticio 2913;R STA TEREZINHA,   232, APT 301 90040180  PORTO ALEGRE RS ;36525;4;
Cliente Ficticio 2914;CONDOMINIO IMPERIO DOS NOBRES,0,QD 01 CJ C CS 22 73251901  BRASILIA DF ;23656;4;
Cliente Ficticio 2915;R JOSE BRAS MOSCOW,724,APT 204   ED CASTELO DE ROMANELLI, 54410390  JABOATAO DOS GUARARAPES PE ;14489;4;
Cliente Ficticio 2916;R FRANCISCO DE ABREU,150,CASA 05863100  SAO PAULO SP ;21740;4;
Cliente Ficticio 2917;R MQ DE ITU,   382, BL 1, APT 53 01223000  SAO PAULO SP ;34468;4;
Cliente Ficticio 2918;R TRIPUI,    46, CASA 03 31840060  BELO HORIZONTE MG ;24996;4;
Cliente Ficticio 2919;R URIMONDUBA,   111, APT 81 04530080  SAO PAULO SP ;52303;4;
Cliente Ficticio 2920;R APORE,   871, BL A3, APT 111 31235060  BELO HORIZONTE MG ;25567;4;
Cliente Ficticio 2921;R FRANCISCO LUCENA,   193 08280450  SAO PAULO SP ;16258;4;
Cliente Ficticio 2922;R ANTONIO GABRIEL DO AMARAL,   170 12940214  ATIBAIA SP ;4838;4;
Cliente Ficticio 2923;R TAGILDE,   119 03570040  SAO PAULO SP ;15778;4;
Cliente Ficticio 2924;R DR NELSON BARBOSA,   272, QD 08, LT 20 15052246  SAO JOSE DO RIO PRETO SP ;13636;4;
Cliente Ficticio 2925;R JOAO BALBI,   200, APT 1100 66055280  BELEM PA ;57024;4;
Cliente Ficticio 2926;R ENG ALFREDO DUARTE,   406, CASA 22461170  RIO DE JANEIRO RJ ;27976;4;
Cliente Ficticio 2927;R VIRGILIO RAMOS,   190 69027060  MANAUS AM ;65211;4;
Cliente Ficticio 2928;R IRENE P PINTO NOGUEIRA, QD 3, - 33, BL 10, APT 33 17065211  BAURU SP ;18907;4;
Cliente Ficticio 2929;R LUDGERO DOLABELA,579,APT 03 30441051  BELO HORIZONTE MG ;18852;4;
Cliente Ficticio 2930;R JUTAI,    92 07242225  GUARULHOS SP ;17373;4;
Cliente Ficticio 2931;R DOS PINHEIROS,  1033, APT 8 05422012  SAO PAULO SP ;28831;4;
Cliente Ficticio 2932;AV SALGADO FILHO,  3177 07115000  GUARULHOS SP ;23501;4;
Cliente Ficticio 2933;R IBITIRAMA,  2051, BL GAR, APT 41 03153900  SAO PAULO SP ;31524;4;
Cliente Ficticio 2934;R APARECIDA,449 18095000  SOROCABA SP ;17979;4;
Cliente Ficticio 2935;R JOAO BUENO,    26, CASA 2 03447130  SAO PAULO SP ;2130;4;
Cliente Ficticio 2936;Q, QD 02, CJ A-04, CASA 20 73015020  BRASILIA DF ;25202;4;
Cliente Ficticio 2937;R MARIA FIGUEIREDO,   648, APT 24 04002003  SAO PAULO SP ;24022;4;
Cliente Ficticio 2938;R JOAQUIM MENDES DA SILVA,    48 81925460  CURITIBA PR ;16575;4;
Cliente Ficticio 2939;R GEN VITORINO,  1753 97501543  URUGUAIANA RS ;10205;4;
Cliente Ficticio 2941;QNG, QD 30, CASA 14 72130300  BRASILIA DF ;17933;4;
Cliente Ficticio 2942;R MAJ JOAO BATISTA FRANCA,1611,CASA 3 15025610  SAO JOSE DO RIO PRETO SP ;18889;4;
Cliente Ficticio 2943;R BR DE LAGUNA,   287 03209060  SAO PAULO SP ;24920;4;
Cliente Ficticio 2944;R ENTRE RIOS, QD 23, LT 11 74333090  GOIANIA GO ;34974;4;
Cliente Ficticio 2945;R M,     4, QD 72 78053797  CUIABA MT ;8255;4;
Cliente Ficticio 2946;R DR OSMAR MACIEL,   127 18051000  SOROCABA SP ;9740;4;
Cliente Ficticio 2947;R NILDE,   238 09230550  SANTO ANDRE SP ;21401;4;
Cliente Ficticio 2948;AV YERVANT KISSAJIKIAN,  1972 04428000  SAO PAULO SP ;10018;4;
Cliente Ficticio 2949;R DOZE DE OUTUBRO,   373 06145055  OSASCO SP ;16480;4;
Cliente Ficticio 2950;R RIO TOCANTINS,    27 29169390  SERRA ES ;12843;4;
Cliente Ficticio 2951;PSG HELIO LOBATO,    24, CASA B 66625310  BELEM PA ;21112;4;
Cliente Ficticio 2952;EST DE ITARARE,860,BL J       APT 20 21061240  RIO DE JANEIRO RJ ;10742;4;
Cliente Ficticio 2953;R DA PASSAGEM,    75, BL B, APT 502 22290030  RIO DE JANEIRO RJ ;19887;4;
Cliente Ficticio 2954;R PIRAPITINGUI,    50, APT 24 01508020  SAO PAULO SP ;20576;4;
Cliente Ficticio 2955;R T 61,   191, QD 129, LT 19, APT 601 74223170  GOIANIA GO ;9908;4;
Cliente Ficticio 2956;R CLAUDINO BARBOSA,   400 07113040  GUARULHOS SP ;23979;4;
Cliente Ficticio 2957;R TABAJARAS,   181 13466184  AMERICANA SP ;39176;4;
Cliente Ficticio 2958;AV M 29,   173, 13505007  RIO CLARO SP ;9534;4;
Cliente Ficticio 2959;R FRANCISCO MENDES,   890 64000780  TERESINA PI ;19580;4;
Cliente Ficticio 2960;R BOTELHO,187,BL A AP 82 04313200  SAO PAULO SP ;28127;4;
Cliente Ficticio 2961;R JOSE BERNARDO PINTO,99,BL B 1 AP 11 02055000  SAO PAULO SP ;12845;4;
Cliente Ficticio 2962;R MAJ MARCELINO,    52 03025020  SAO PAULO SP ;24251;4;
Cliente Ficticio 2963;QS, QD 12, CJ 04B, CASA 26 71820214  BRASILIA DF ;23029;4;
Cliente Ficticio 2964;R ANTONIO RAPOSO,84 05074020  SAO PAULO SP ;17365;4;
Cliente Ficticio 2965;R OSCAR FREIRE,  1668, APT 33 05409011  SAO PAULO SP ;10437;4;
Cliente Ficticio 2966;R DAS MARGARIDAS,    90 79080590  CAMPO GRANDE MS ;19964;4;
Cliente Ficticio 2967;R ICAPARA,86 04446030  SAO PAULO SP ;25453;4;
Cliente Ficticio 2968;R FRANCISCO LOUREIRO,2007 18076555  SOROCABA SP ;17354;4;
Cliente Ficticio 2969;R JOSE CABRAL ACIOLI,20 57035238  MACEIO AL ;15444;4;
Cliente Ficticio 2970;R MANILHA,245,SOBRELOJA CASA 2 03445050  SAO PAULO SP ;14120;4;
Cliente Ficticio 2971;PSG JARDIM DAS PONCIANAS,98 66120030  BELEM PA ;10078;4;
Cliente Ficticio 2972;R JOSE JUSTINO ALVES TAVEIRA,  5253 14412216  FRANCA SP ;8653;4;
Cliente Ficticio 2973;R ALFREDO BRAGHETTO,149 14090149  RIBEIRAO PRETO SP ;18829;4;
Cliente Ficticio 2975;R DR ARMANDO BARBEDO,  1315, CASA 05 91920520  PORTO ALEGRE RS ;19415;4;
Cliente Ficticio 2977;R PEREIRA DE ALMEIDA,7,AP 504 20260100  RIO DE JANEIRO RJ ;21162;4;
Cliente Ficticio 2978;R MAJ AVILA GOULART,   100 31720240  BELO HORIZONTE MG ;11818;4;
Cliente Ficticio 2979;R CROATA,140 05056020  SAO PAULO SP ;14781;4;
Cliente Ficticio 2980;AV PE ANTONIO JOSE DOS SANTOS,   530, BL E, ZEL 04563001  SAO PAULO SP ;22804;4;
Cliente Ficticio 2981;R BOM RETIRO,   235 93044010  SAO LEOPOLDO RS ;27577;4;
Cliente Ficticio 2982;R CON VICENTE,   366 02212000  SAO PAULO SP ;175;4;
Cliente Ficticio 2983;SHCES, QD 805, BL C, APT 402 70655853  BRASILIA DF ;10389;4;
Cliente Ficticio 2984;R JORGE RUDGE,    77, BL 1, APT 201 20550220  RIO DE JANEIRO RJ ;41106;4;
Cliente Ficticio 2985;BVD SUICO,33,APTO 40050330  SALVADOR BA ;18250;4;
Cliente Ficticio 2986;AV FLAMBOYANT,6,LT 06,  APT 404 71917000  BRASILIA DF ;50003;4;
Cliente Ficticio 2987;R VASCO DA GAMA,    14 29151460  CARIACICA ES ;22932;4;
Cliente Ficticio 2988;R EDUARDO AVELINO FABIO,    20, CASA 1 14177318  SERTAOZINHO SP ;7735;4;
Cliente Ficticio 2989;R JOAO MARQUES PRADO,   262, FD 12906030  BRAGANCA PAULISTA SP ;10647;4;
Cliente Ficticio 2990;R OURICURI,655,CASA A 03365000  SAO PAULO SP ;19828;4;
Cliente Ficticio 2991;R S JOSE DOS PINHAIS,    22 13846124  MOGI GUACU SP ;39087;4;
Cliente Ficticio 2992;R IGUATEMI,   462, APT 32 01451010  SAO PAULO SP ;24116;4;
Cliente Ficticio 2993;R GUATEMALA,    76, CASA 2 06416260  BARUERI SP ;13739;4;
Cliente Ficticio 2994;AV VEIGA,   511 91510120  PORTO ALEGRE RS ;20868;4;
Cliente Ficticio 2995;R PE SABOIA DE MEDEIROS,  1327 02134001  SAO PAULO SP ;42936;4;
Cliente Ficticio 2996;R ACARAPEREIRA,    50, BL C, APT 64 02809030  SAO PAULO SP ;12803;4;
Cliente Ficticio 2997;R RICHARD BATE,     3, / S/N 02225220  SAO PAULO SP ;24798;4;
Cliente Ficticio 2998;R JOSE FRANCISCO LOBO,   734, FD 23010046  RIO DE JANEIRO RJ ;20709;4;
Cliente Ficticio 2999;R MONTE ALEGRE,    19, APT 1 20240192  RIO DE JANEIRO RJ ;14946;4;
Cliente Ficticio 3000;R ALEXANDRE HERCULANO,   104, BL B, APT 22 11050030  SANTOS SP ;7045;4;
Cliente Ficticio 3001;QI,18,BL T AP 303 71015204  BRASILIA DF ;22603;4;
Cliente Ficticio 3002;VLA ANTONIO BORELIO,128 06083150  OSASCO SP ;6546;4;
Cliente Ficticio 3003;AV ULTRAMARINO,  1080 02441001  SAO PAULO SP ;23604;4;
Cliente Ficticio 3004;R OSIRIS MAGALHAES DE ALMEIDA,   652, BL B, APT 72 05634020  SAO PAULO SP ;5199;4;
Cliente Ficticio 3005;R MIN JOAO MENDES,   228, BL B, APT 24 11040260  SANTOS SP ;151;4;
Cliente Ficticio 3006;R DES JORGE FONTANA,   200, APT 402, AX A 30320670  BELO HORIZONTE MG ;37899;4;
Cliente Ficticio 3008;R DEZ,   189,   RES PR NAMOR 13474234  AMERICANA SP ;4002;4;
Cliente Ficticio 3009;AV CIPRIANO RODRIGUES,   875, BL 1, APT 42 03361010  SAO PAULO SP ;19927;4;
Cliente Ficticio 3010;R PE JOSE VIEIRA DE MATOS,   740, BL B, APT 51 03590010  SAO PAULO SP ;14438;4;
Cliente Ficticio 3011;R HUMBERTO MAURO,     8 23550220  RIO DE JANEIRO RJ ;22123;4;
Cliente Ficticio 3013;R DOS AMARILIS,540 13273420  VALINHOS SP ;24695;4;
Cliente Ficticio 3014;R CARLOS PRADI,45 81530180  CURITIBA PR ;18221;4;
Cliente Ficticio 3015;R EDIMBURGO,   172 03731080  SAO PAULO SP ;3105;4;
Cliente Ficticio 3016;R SD PRIM RODRIGUES CANES,   140, CASA 1 07073260  GUARULHOS SP ;20396;4;
Cliente Ficticio 3017;R TEOFILO PIRES,    33 31060520  BELO HORIZONTE MG ;5800;4;
Cliente Ficticio 3018;R JOEL TEIXEIRA DE SOUZA,320 12425160  PINDAMONHANGABA SP ;4932;4;
Cliente Ficticio 3019;R AMPARO,   275 13050580  CAMPINAS SP ;22697;4;
Cliente Ficticio 3020;R CALH ERNESTO GIULIANO,   838, FT 09571310  SAO CAETANO DO SUL SP ;10523;4;
Cliente Ficticio 3021;R S POMPONIO,   319 03189210  SAO PAULO SP ;16009;4;
Cliente Ficticio 3022;AV MARIO PERNAMBUCO,   418 02314000  SAO PAULO SP ;16148;4;
Cliente Ficticio 3023;R BONITA,   205 02311130  SAO PAULO SP ;17750;4;
Cliente Ficticio 3024;R BELA BRISA,    93 03548010  SAO PAULO SP ;13585;4;
Cliente Ficticio 3025;R JOAO DE CAMPOS BUENO,   273 13348460  INDAIATUBA SP ;1935;4;
Cliente Ficticio 3026;R MQ DE JACAREPAGUA,707,BL 1 AP 1002 22730290  RIO DE JANEIRO RJ ;24726;4;
Cliente Ficticio 3027;AV BENTO SIMAO,   202 30350750  BELO HORIZONTE MG ;22640;4;
Cliente Ficticio 3028;AV DR MORAES SALLES,  1169, ED ARAGUAIA, APT 152 13010001  CAMPINAS SP ;27560;4;
Cliente Ficticio 3029;R STO ADALBERTO,   453, CASA 3 02338000  SAO PAULO SP ;31918;4;
Cliente Ficticio 3030;R JOSUE FARIA,     2 26562370  MESQUITA RJ ;9704;4;
Cliente Ficticio 3031;R IUGOSLAVIA,   173 13471710  AMERICANA SP ;1934;4;
Cliente Ficticio 3032;AV WALDEMAR CARLOS PEREIRA,  1693 03533003  SAO PAULO SP ;23273;4;
Cliente Ficticio 3033;QNL, QD 10, BL D, APT 313 72156114  BRASILIA DF ;20380;4;
Cliente Ficticio 3035;R NEREU RAMOS,   217, CASA 1 09250260  SANTO ANDRE SP ;9931;4;
Cliente Ficticio 3036;R STA ALEXANDRINA,   124, APT 603 20261232  RIO DE JANEIRO RJ ;21970;4;
Cliente Ficticio 3037;R DA MOOCA,  4935 03165003  SAO PAULO SP ;7519;4;
Cliente Ficticio 3038;R SEN NILO COELHO,   345 07174010  GUARULHOS SP ;23869;4;
Cliente Ficticio 3039;R SERRA DE SAO DOMINGOS,  1181 08290370  SAO PAULO SP ;25578;4;
Cliente Ficticio 3040;R STA HELENA,   819 59072475  NATAL RN ;30924;4;
Cliente Ficticio 3041;R AMERICO VESPUCIO,   197 06462300  BARUERI SP ;14425;4;
Cliente Ficticio 3042;R SUB OFC JULIANO,   291 21941470  RIO DE JANEIRO RJ ;15305;4;
Cliente Ficticio 3043;R NICOLAU FLORENZANO,   506, AX A 84031120  PONTA GROSSA PR ;15996;4;
Cliente Ficticio 3044;R BENEDITO LOPES VIEIRA,   148 18209360  ITAPETININGA SP ;4914;4;
Cliente Ficticio 3045;R DR NELO ROSATI,   321, BL 94,   ACESSO 13, APT 42 09180090  SANTO ANDRE SP ;12402;4;
Cliente Ficticio 3046;R JOSE BRAS MOSCOW,  1091, ED SQUALUS, APT 202 54410390  JABOATAO DOS GUARARAPES PE ;29504;4;
Cliente Ficticio 3047;R BLUMENAU,   196 05319020  SAO PAULO SP ;23058;4;
Cliente Ficticio 3049;R BOM PASTOR,   863 09570500  SAO CAETANO DO SUL SP ;6979;4;
Cliente Ficticio 3050;R DOMINGUES RIBAS,   481 12060000  TAUBATE SP ;19044;4;
